Time [UTC],TIME,IMPORT,EXPORT,IMPORT,EXPORT,IMPORT,EXPORT
29/11/19,07:40,873.47,0.28,399.83,0,479.27,9.1
29/11/19,07:50,968.12,2.94,402.91,0,556.37,13.46
29/11/19,08:00,1004.15,1.91,409.58,0,601.97,15.06
29/11/19,08:10,1013.63,0.04,458.4,0,561.14,12.26
29/11/19,08:20,1073.27,0,535.37,0,541.38,11.35
29/11/19,08:30,1183.06,0,612.82,0,577.92,10.9
29/11/19,08:40,1052.95,0.06,527.55,0,527.17,12.3
29/11/19,08:50,1047.22,0,492.29,0,553.88,8.38
29/11/19,09:00,929.61,0.26,398.5,0,533.54,12.89
29/11/19,09:10,1044.43,0,533.36,0,525.8,18.25
29/11/19,09:20,1155.8,0,630.75,0,531.13,10.01
29/11/19,09:30,957.67,1.3,406.02,0,542.43,16.01
29/11/19,09:40,959.13,2.1,414.74,0,562.07,22.56
29/11/19,09:50,952.53,4.77,410.99,0,554.64,24.76
29/11/19,10:00,1025.81,1.6,484.15,0,559.37,31.89
29/11/19,10:10,863.17,0.57,318.45,0,548.5,13.51
29/11/19,10:20,844.81,1.63,301.27,0,539.28,9.68
29/11/19,10:30,845.81,1.97,288.24,0,543.18,10.06
29/11/19,10:40,858.52,0.74,305.68,0,555.23,5.93
29/11/19,10:50,873.74,1.11,307.65,0,567.17,17.96
29/11/19,11:00,927.99,2.16,350.19,0,573.63,9.84
29/11/19,11:10,1007.38,0.47,426.92,0,583.36,12.24
29/11/19,11:20,875.76,0.52,228.18,0,630.61,5.48
29/11/19,11:30,882.35,0,323.62,0,547.2,3.73
29/11/19,11:40,754.33,1.92,171.18,0,571.38,6.43
29/11/19,11:50,842.51,0.54,299.13,0,542.05,9.45
29/11/19,12:00,780.55,1.01,281.22,0,499.46,6.48
29/11/19,12:10,806.01,3.91,343.93,0,473.6,22.64
29/11/19,12:20,592.14,3.26,184.46,0,407.82,19
29/11/19,12:30,481.71,9.54,52.08,0.351,418.74,12.94
29/11/19,12:40,583.98,5.91,140.64,0.415,440.25,13.45
29/11/19,12:50,662.72,6.09,231.61,0,436.69,21.7
29/11/19,13:00,580.31,8.91,175.86,0,412.99,18.35
29/11/19,13:10,687.13,2.4,309.03,0,403.2,30.12
29/11/19,13:20,695.5,5.95,286.74,0,422.92,32.52
29/11/19,13:30,651.92,1.18,273.89,0,387.05,14.98
29/11/19,13:40,727.81,3.17,346.4,0,403.67,25.84
29/11/19,13:50,682.92,1.15,312.41,0,383.88,20.94
29/11/19,14:00,810.16,0.17,402.62,0,419.02,15.2
29/11/19,14:10,650.74,2.6,272.61,0,384.53,7.5
29/11/19,14:20,521.94,7.77,147.38,0,381.38,26.03
29/11/19,14:30,602.02,0.19,206.53,0,400.44,10.17
29/11/19,14:40,576.81,1.32,185.65,0,388.27,7.5
29/11/19,14:50,654.42,3.28,254.23,0,407.99,17.89
29/11/19,15:00,641.39,1.28,198.39,0,438.78,6.83
